Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
936,Marvin Friedrich,GER,DF,Gladbach,Bundesliga,29.0,1995,22,9,989,11.0,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.1,11,36,3,0.00,0.09,0.09,0.00,0.09,0.04,0.06,0.10,0.04,0.10,Matches
937,Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,24.0,2000,33,25,2314,25.7,5,5,10,5,0,0,4,0,4.1,4.1,4.2,8.3,100,55,272,0.19,0.19,0.39,0.19,0.39,0.16,0.16,0.32,0.16,0.32,Matches
938,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,28.0,1997,35,29,2407,26.7,6,3,9,6,0,0,3,1,5.8,5.8,3.3,9.1,76,43,194,0.22,0.11,0.34,0.22,0.34,0.22,0.12,0.34,0.22,0.34,Matches
939,Darío Fuentes,ESP,DF,Sevilla,La Liga,22.0,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
940,Chris Führich,GER,"MF,FW",Stuttgart,Bundesliga,27.0,1998,33,23,1981,22.0,2,3,5,2,0,0,1,0,2.9,2.9,3.7,6.6,114,95,202,0.09,0.14,0.23,0.09,0.23,0.13,0.17,0.30,0.13,0.30,Matches
941,Shiō Fukuda,JPN,FW,Gladbach,Bundesliga,21.0,2004,6,0,60,0.7,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,1,3,1.50,0.00,1.50,1.50,1.50,0.65,0.00,0.65,0.65,0.65,Matches
942,Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,28.0,1996,23,11,1045,11.6,1,1,2,1,0,0,3,0,2.4,2.4,3.8,6.2,29,69,113,0.09,0.09,0.17,0.09,0.17,0.21,0.33,0.53,0.21,0.53,Matches
943,Niclas Füllkrug,GER,FW,West Ham,Premier League,32.0,1993,17,5,719,8.0,3,2,5,3,0,0,2,0,2.0,2.0,1.9,3.9,6,13,28,0.38,0.25,0.63,0.38,0.63,0.25,0.24,0.49,0.25,0.49,Matches
944,Kyogo Furuhashi,JPN,FW,Rennes,Ligue 1,30.0,1995,6,1,123,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
945,Manuel Fuster,ESP,"FW,MF",Las Palmas,La Liga,27.0,1997,27,7,913,10.1,2,1,3,2,0,0,2,0,0.7,0.7,1.7,2.4,22,67,71,0.20,0.10,0.30,0.20,0.30,0.07,0.16,0.23,0.07,0.23,Matches
946,Matteo Gabbia,ITA,DF,Milan,Serie A,25.0,1999,25,23,2062,22.9,1,0,1,1,0,0,4,0,0.9,0.9,0.2,1.1,13,72,2,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches
947,Tiago Gabriel,POR,DF,Lecce,Serie A,20.0,2004,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
948,Alessandro Gabrielloni,ITA,"FW,MF",Como,Serie A,30.0,1994,15,0,142,1.6,1,1,2,1,0,0,1,0,0.3,0.3,0.8,1.1,5,6,13,0.63,0.63,1.27,0.63,1.27,0.19,0.49,0.68,0.19,0.68,Matches
949,Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,25.0,2000,28,8,1009,11.2,2,4,6,2,0,0,0,0,4.9,4.9,2.2,7.1,11,41,82,0.18,0.36,0.54,0.18,0.54,0.43,0.20,0.63,0.43,0.63,Matches
950,Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,31.0,1994,8,0,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
951,Cody Gakpo,NED,FW,Liverpool,Premier League,26.0,1999,34,22,1845,20.5,10,3,13,10,0,0,5,0,7.0,7.0,4.0,11.0,56,52,259,0.49,0.15,0.63,0.49,0.63,0.34,0.20,0.54,0.34,0.54,Matches
952,Javi Galán,ESP,DF,Atlético Madrid,La Liga,30.0,1994,25,21,1784,19.8,0,3,3,0,0,0,8,0,0.2,0.2,3.9,4.1,52,54,107,0.00,0.15,0.15,0.00,0.15,0.01,0.19,0.20,0.01,0.20,Matches
953,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,31.0,1993,25,17,1416,15.7,0,4,4,0,0,0,5,0,0.5,0.5,2.9,3.4,26,133,39,0.00,0.25,0.25,0.00,0.25,0.03,0.18,0.21,0.03,0.21,Matches
954,Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,25.0,2000,31,19,1612,17.9,3,2,5,3,0,0,2,0,2.7,2.7,1.1,3.9,23,63,64,0.17,0.11,0.28,0.17,0.28,0.15,0.06,0.22,0.15,0.22,Matches
955,Antonino Gallo,ITA,DF,Lecce,Serie A,25.0,2000,30,30,2519,28.0,0,2,2,0,0,0,3,1,0.2,0.2,2.7,2.9,55,107,110,0.00,0.07,0.07,0.00,0.07,0.01,0.10,0.10,0.01,0.10,Matches
956,Gauthier Gallon,FRA,GK,Rennes,Ligue 1,32.0,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
957,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,35.0,1989,12,1,226,2.5,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.3,2,5,9,0.40,0.00,0.40,0.40,0.40,0.06,0.07,0.14,0.06,0.14,Matches
958,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,35.0,1989,36,34,2973,33.0,0,3,3,0,0,0,8,0,1.1,1.1,1.7,2.8,27,142,24,0.00,0.09,0.09,0.00,0.09,0.03,0.05,0.08,0.03,0.08,Matches
959,Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,26.0,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,9,26,0.00,0.00,0.00,0.00,0.00,0.15,0.09,0.25,0.15,0.25,Matches
960,Silvère Ganvoula M'Boussy,CGO,FW,Monza,Serie A,28.0,1996,7,4,326,3.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,21,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16,Matches
961,Facundo Garcés,ARG,DF,Alavés,La Liga,25.0,1999,9,6,588,6.5,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,3,10,3,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.14,0.01,0.14,Matches
962,Aleix García,ESP,MF,Leverkusen,Bundesliga,27.0,1997,28,17,1455,16.2,3,4,7,3,0,0,3,0,1.0,1.0,4.9,5.9,27,120,47,0.19,0.25,0.43,0.19,0.43,0.06,0.30,0.36,0.06,0.36,Matches
963,Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,32.0,1992,35,27,2469,27.4,4,5,9,4,0,0,4,0,7.2,7.2,4.6,11.8,65,66,229,0.15,0.18,0.33,0.15,0.33,0.26,0.17,0.43,0.26,0.43,Matches
964,Andrés García,ESP,"DF,MF",Aston Villa,Premier League,22.0,2003,7,5,318,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,26,15,28,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
965,Eric García,ESP,"DF,MF",Barcelona,La Liga,24.0,2001,28,13,1476,16.4,2,3,5,2,0,0,4,0,2.3,2.3,0.8,3.1,18,103,22,0.12,0.18,0.30,0.12,0.30,0.14,0.05,0.19,0.14,0.19,Matches
966,Fran Garcia,ESP,DF,Real Madrid,La Liga,25.0,1999,30,23,2081,23.1,0,2,2,0,0,0,0,0,0.8,0.8,1.8,2.6,75,116,165,0.00,0.09,0.09,0.00,0.09,0.04,0.08,0.11,0.04,0.11,Matches
967,Gonzalo García,ESP,"DF,FW",Real Madrid,La Liga,21.0,2004,2,0,42,0.5,0,1,1,0,0,0,0,0,0.5,0.5,1.0,1.5,0,0,3,0.00,2.14,2.14,0.00,2.14,1.06,2.08,3.14,1.06,3.14,Matches
968,Joan García,ESP,GK,Espanyol,La Liga,24.0,2001,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
969,Pablo Garcia,ESP,FW,Betis,La Liga,18.0,2006,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
970,Rubén García,ESP,"FW,MF",Osasuna,La Liga,31.0,1993,35,29,2324,25.8,5,5,10,5,0,0,2,0,3.1,3.1,3.5,6.6,36,107,149,0.19,0.19,0.39,0.19,0.39,0.12,0.14,0.26,0.12,0.26,Matches
971,Ulisses Garcia,SUI,DF,Marseille,Ligue 1,29.0,1996,20,10,930,10.3,2,2,4,2,0,0,2,0,1.5,1.5,1.4,2.9,23,53,87,0.19,0.19,0.39,0.19,0.39,0.15,0.14,0.28,0.15,0.28,Matches
972,Unai García,ESP,DF,Osasuna,La Liga,33.0,1992,2,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
973,Alejandro Garnacho,ARG,"MF,FW",Manchester Utd,Premier League,20.0,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,141,56,290,0.25,0.08,0.33,0.25,0.33,0.30,0.19,0.48,0.30,0.48,Matches
974,James Garner,ENG,"MF,DF",Everton,Premier League,24.0,2001,20,16,1504,16.7,0,1,1,0,0,0,4,0,0.6,0.6,1.4,2.0,12,49,29,0.00,0.06,0.06,0.00,0.06,0.03,0.09,0.12,0.03,0.12,Matches
975,Yarek Gasiorowski,ESP,DF,Valencia,La Liga,20.0,2005,15,9,947,10.5,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,9,38,0,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12,Matches
976,Federico Gatti,ITA,DF,Juventus,Serie A,26.0,1998,29,26,2190,24.3,1,0,1,1,0,0,2,0,2.5,2.5,0.5,2.9,24,73,6,0.04,0.00,0.04,0.04,0.04,0.10,0.02,0.12,0.10,0.12,Matches
977,Gavi,ESP,"MF,FW",Barcelona,La Liga,20.0,2004,25,13,995,11.1,1,1,2,1,0,0,4,0,0.9,0.9,1.6,2.4,13,74,41,0.09,0.09,0.18,0.09,0.18,0.08,0.14,0.22,0.08,0.22,Matches
978,Paulo Gazzaniga,ARG,GK,Girona,La Liga,33.0,1992,36,36,3195,35.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
979,Jean-Philippe Gbamin,CIV,MF,Nantes,Ligue 1,29.0,1995,14,2,216,2.4,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,12,1,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
980,Mory Gbane,CIV,"DF,MF",Reims,Ligue 1,24.0,2000,13,13,1125,12.5,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.8,3,35,9,0.00,0.08,0.08,0.00,0.08,0.01,0.05,0.06,0.01,0.06,Matches
981,Yann Gboho,FRA,"MF,FW",Toulouse,Ligue 1,24.0,2001,31,27,2333,25.9,5,4,9,5,0,0,2,0,5.4,5.4,3.5,8.9,116,103,189,0.19,0.15,0.35,0.19,0.35,0.21,0.14,0.35,0.21,0.35,Matches
982,David de Gea,ESP,GK,Fiorentina,Serie A,34.0,1990,34,34,3060,34.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches
983,Viggo Gebel,GER,MF,RB Leipzig,Bundesliga,17.0,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
984,Lutsharel Geertruida,NED,DF,RB Leipzig,Bundesliga,24.0,2000,24,17,1557,17.3,1,0,1,1,0,0,2,0,1.1,1.1,1.0,2.0,21,93,34,0.06,0.00,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12,Matches
985,Dennis Geiger,GER,"MF,FW",Hoffenheim,Bundesliga,26.0,1998,20,7,734,8.2,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,12,37,21,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
986,Valentin Gendrey,FRA,DF,Lecce,Serie A,24.0,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,Matches
987,Valentin Gendrey,FRA,DF,Hoffenheim,Bundesliga,24.0,2000,22,14,1414,15.7,1,1,2,1,0,0,1,0,1.1,1.1,1.8,2.9,24,49,86,0.06,0.06,0.13,0.06,0.13,0.07,0.12,0.19,0.07,0.19,Matches
988,Denis Genreau,AUS,MF,Toulouse,Ligue 1,26.0,1999,8,2,222,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,9,13,7,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31,Matches
989,Tyrique George,ENG,FW,Chelsea,Premier League,19.0,2006,8,1,183,2.0,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,3,22,0.49,0.49,0.98,0.49,0.98,0.10,0.36,0.46,0.10,0.46,Matches
990,Yannick Gerhardt,GER,"MF,DF",Wolfsburg,Bundesliga,31.0,1994,29,15,1518,16.9,1,1,2,1,0,0,5,1,1.2,1.2,0.2,1.4,27,57,63,0.06,0.06,0.12,0.06,0.12,0.07,0.01,0.08,0.07,0.08,Matches
991,Max Geschwill,GER,DF,Holstein Kiel,Bundesliga,23.0,2001,19,13,1282,14.2,1,2,3,1,0,0,2,0,0.9,0.9,0.8,1.6,6,58,16,0.07,0.14,0.21,0.07,0.21,0.06,0.05,0.12,0.06,0.12,Matches
992,Daniele Ghilardi,ITA,DF,Hellas Verona,Serie A,22.0,2003,23,20,1939,21.5,0,0,0,0,0,0,7,1,0.6,0.6,0.2,0.8,16,56,6,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
993,Lautaro Gianetti,ARG,DF,Udinese,Serie A,31.0,1993,15,11,878,9.8,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0,19,3,0.10,0.00,0.10,0.10,0.10,0.01,0.01,0.02,0.00,0.01,Matches
994,Dimitris Giannoulis,GRE,DF,Augsburg,Bundesliga,29.0,1995,31,31,2650,29.4,1,4,5,1,0,0,8,0,1.1,1.1,4.2,5.3,60,104,164,0.03,0.14,0.17,0.03,0.17,0.04,0.14,0.18,0.04,0.18,Matches
995,Morgan Gibbs-White,ENG,MF,Nott'ham Forest,Premier League,25.0,2000,33,33,2713,30.1,7,8,15,7,0,0,11,1,6.3,6.3,5.0,11.2,68,162,133,0.23,0.27,0.50,0.23,0.50,0.21,0.16,0.37,0.21,0.37,Matches
996,Samuel Gigot,FRA,DF,Lazio,Serie A,31.0,1993,15,7,683,7.6,2,0,2,2,0,0,2,0,1.3,1.3,0.0,1.3,7,12,5,0.26,0.00,0.26,0.26,0.26,0.17,0.00,0.17,0.17,0.17,Matches
997,Armin Gigovic,BIH,MF,Holstein Kiel,Bundesliga,23.0,2002,31,23,1895,21.1,5,1,6,5,0,0,5,0,1.9,1.9,2.1,3.9,37,50,45,0.24,0.05,0.28,0.24,0.28,0.09,0.10,0.19,0.09,0.19,Matches
998,Bryan Gil,ESP,"FW,MF",Girona,La Liga,24.0,2001,25,21,1721,19.1,3,3,6,3,0,0,4,0,2.3,2.3,2.9,5.2,76,74,210,0.16,0.16,0.31,0.16,0.31,0.12,0.15,0.27,0.12,0.27,Matches
999,Mario Gila,ESP,DF,Lazio,Serie A,24.0,2000,31,30,2651,29.5,1,0,1,1,0,0,7,0,1.0,1.0,0.5,1.6,48,143,12,0.03,0.00,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,Matches
1000,Billy Gilmour,SCO,MF,Brighton,Premier League,23.0,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1001,Billy Gilmour,SCO,MF,Napoli,Serie A,23.0,2001,26,13,1177,13.1,0,1,1,0,0,0,0,0,0.4,0.4,1.8,2.3,11,67,18,0.00,0.08,0.08,0.00,0.08,0.03,0.14,0.17,0.03,0.17,Matches
1002,Benedikt Gimber,GER,DF,Heidenheim,Bundesliga,28.0,1997,32,32,2671,29.7,0,0,0,0,0,0,9,0,0.7,0.7,0.3,1.0,7,46,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1003,Santiago Giménez,MEX,FW,Milan,Serie A,24.0,2001,14,7,669,7.4,5,2,7,5,0,1,3,1,4.8,4.0,0.9,4.9,13,6,38,0.67,0.27,0.94,0.67,0.94,0.64,0.13,0.77,0.54,0.66,Matches
1004,Gvidas Gineitis,LTU,MF,Torino,Serie A,21.0,2004,29,15,1398,15.5,3,1,4,3,0,0,5,0,1.3,1.3,2.0,3.3,15,36,43,0.19,0.06,0.26,0.19,0.26,0.08,0.13,0.21,0.08,0.21,Matches
1005,Matthias Ginter,GER,DF,Freiburg,Bundesliga,31.0,1994,32,28,2561,28.5,2,1,3,2,0,0,5,0,2.8,2.8,0.7,3.5,11,113,16,0.07,0.04,0.11,0.07,0.11,0.10,0.02,0.12,0.10,0.12,Matches
1006,Jamie Gittens,ENG,"FW,MF",Dortmund,Bundesliga,20.0,2004,32,21,1776,19.7,8,3,11,8,0,0,4,0,3.6,3.6,2.5,6.1,113,42,180,0.41,0.15,0.56,0.41,0.56,0.18,0.13,0.31,0.18,0.31,Matches
1007,Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,29.0,1995,27,13,1242,13.8,7,5,12,7,0,1,0,0,7.5,6.8,5.1,11.9,44,48,149,0.51,0.36,0.87,0.51,0.87,0.55,0.37,0.92,0.49,0.86,Matches
1008,Ben Godfrey,ENG,DF,Ipswich Town,Premier League,27.0,1998,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1009,Ben Godfrey,ENG,DF,Atalanta,Serie A,27.0,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1010,Martial Godo,ENG,"FW,DF",Fulham,Premier League,22.0,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,Matches
1011,Saba Goglichidze,GEO,DF,Empoli,Serie A,20.0,2004,32,28,2458,27.3,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,41,8,0.00,0.04,0.04,0.00,0.04,0.01,0.01,0.02,0.01,0.02,Matches
1012,Edoardo Goldaniga,ITA,DF,Como,Serie A,31.0,1993,32,28,2532,28.1,1,0,1,1,0,0,12,1,2.5,2.5,0.3,2.8,20,81,8,0.04,0.00,0.04,0.04,0.04,0.09,0.01,0.10,0.09,0.10,Matches
1013,Michael Golding,ENG,MF,Leicester City,Premier League,19.0,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1014,Pierluigi Gollini,ITA,GK,Genoa,Serie A,30.0,1995,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1015,Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,28.0,1996,19,13,1153,12.8,3,0,3,3,0,0,1,0,2.3,2.3,2.4,4.7,39,112,72,0.23,0.00,0.23,0.23,0.23,0.18,0.19,0.37,0.18,0.37,Matches
1016,André Gomes,POR,MF,Lille,Ligue 1,31.0,1993,20,16,1276,14.2,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.3,18,101,28,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
1017,Angel Gomes,ENG,MF,Lille,Ligue 1,24.0,2000,14,10,736,8.2,1,1,2,1,0,1,1,0,1.7,0.9,2.1,3.0,15,49,47,0.12,0.12,0.24,0.12,0.24,0.21,0.26,0.47,0.11,0.37,Matches
1018,João Gomes,BRA,MF,Wolves,Premier League,24.0,2001,35,34,2884,32.0,3,1,4,3,0,0,10,1,2.7,2.7,1.2,3.9,55,157,71,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,Matches
1019,Rodrigo Gomes,POR,"DF,FW",Wolves,Premier League,21.0,2003,24,7,784,8.7,2,0,2,2,0,0,0,0,0.7,0.7,0.9,1.6,22,26,79,0.23,0.00,0.23,0.23,0.23,0.08,0.11,0.18,0.08,0.18,Matches
1020,Toti Gomes,POR,DF,Wolves,Premier League,26.0,1999,30,29,2524,28.0,0,1,1,0,0,0,7,0,0.7,0.7,0.9,1.7,26,82,17,0.00,0.04,0.04,0.00,0.04,0.03,0.03,0.06,0.03,0.06,Matches
1021,Carlos Gómez,COL,"MF,DF",Rennes,Ligue 1,22.0,2002,17,2,381,4.2,3,0,3,3,0,0,1,0,1.3,1.3,0.2,1.6,9,9,47,0.71,0.00,0.71,0.71,0.71,0.31,0.06,0.37,0.31,0.37,Matches
1022,Dani Gómez,ESP,FW,Valencia,La Liga,26.0,1998,14,5,532,5.9,2,0,2,2,0,0,0,0,2.7,2.7,0.0,2.7,3,6,24,0.34,0.00,0.34,0.34,0.34,0.46,0.01,0.46,0.46,0.46,Matches
1023,Diego Gómez,PAR,MF,Brighton,Premier League,22.0,2003,15,4,470,5.2,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,7,25,15,0.00,0.00,0.00,0.00,0.00,0.14,0.10,0.23,0.14,0.23,Matches
1024,Joe Gomez,ENG,DF,Liverpool,Premier League,28.0,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
1025,Moi Gómez,ESP,"MF,FW",Osasuna,La Liga,30.0,1994,26,6,796,8.8,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.2,13,49,16,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.14,0.05,0.14,Matches
1026,Sergi Gómez,ESP,DF,Espanyol,La Liga,33.0,1992,11,6,652,7.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,8,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1027,Sergio Gómez,ESP,"MF,DF",Real Sociedad,La Liga,24.0,2000,36,30,2668,29.6,2,5,7,2,0,0,4,0,1.5,1.5,8.7,10.2,41,92,152,0.07,0.17,0.24,0.07,0.24,0.05,0.29,0.34,0.05,0.34,Matches
1028,Unai Gómez,ESP,"MF,FW",Athletic Club,La Liga,21.0,2003,31,13,1223,13.6,1,3,4,1,0,0,1,0,1.7,1.7,0.8,2.5,19,22,49,0.07,0.22,0.29,0.07,0.29,0.12,0.06,0.19,0.12,0.19,Matches
1029,Tidiam Gomis,FRA,"MF,FW",RB Leipzig,Bundesliga,18.0,2006,8,1,152,1.7,0,1,1,0,0,0,2,0,0.3,0.3,0.9,1.2,5,3,14,0.00,0.59,0.59,0.00,0.59,0.15,0.55,0.70,0.15,0.70,Matches
1030,Fabio González,ESP,MF,Las Palmas,La Liga,28.0,1997,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1031,Nicolás González,ESP,MF,Manchester City,Premier League,23.0,2002,10,8,670,7.4,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.4,7,48,11,0.13,0.00,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,Matches
1032,Nicolás González,ARG,"FW,MF",Juventus,Serie A,27.0,1998,25,22,1670,18.6,3,2,5,3,0,0,2,0,3.8,3.8,1.1,4.9,35,66,121,0.16,0.11,0.27,0.16,0.27,0.21,0.06,0.27,0.21,0.27,Matches
1033,Peter González,DOM,"MF,FW",Getafe,La Liga,22.0,2002,17,2,477,5.3,0,0,0,0,0,0,1,0,1.3,1.3,0.1,1.4,8,6,33,0.00,0.00,0.00,0.00,0.00,0.24,0.02,0.26,0.24,0.26,Matches
1034,Urko González,ESP,MF,Espanyol,La Liga,24.0,2001,16,15,1296,14.4,0,2,2,0,0,0,2,0,0.5,0.5,0.7,1.3,18,58,8,0.00,0.14,0.14,0.00,0.14,0.04,0.05,0.09,0.04,0.09,Matches
1035,Urko González,ESP,MF,Real Sociedad,La Liga,24.0,2001,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1036,Anthony Gordon,ENG,"FW,MF",Newcastle Utd,Premier League,24.0,2001,33,27,2389,26.5,6,5,11,5,1,2,2,0,8.0,6.4,5.0,11.4,118,95,209,0.23,0.19,0.41,0.19,0.38,0.30,0.19,0.49,0.24,0.43,Matches
1037,Leon Goretzka,GER,"MF,DF",Bayern Munich,Bundesliga,30.0,1995,26,13,1325,14.7,4,1,5,4,0,0,2,0,2.8,2.8,1.7,4.4,35,127,28,0.27,0.07,0.34,0.27,0.34,0.19,0.11,0.30,0.19,0.30,Matches
1038,Mathieu Gorgelin,FRA,GK,Le Havre,Ligue 1,34.0,1990,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1039,Andoni Gorosabel,ESP,DF,Athletic Club,La Liga,28.0,1996,20,17,1485,16.5,0,2,2,0,0,0,5,0,0.3,0.3,1.8,2.1,17,51,59,0.00,0.12,0.12,0.00,0.12,0.02,0.11,0.13,0.02,0.13,Matches
1040,Robin Gosens,GER,DF,Fiorentina,Serie A,30.0,1994,31,28,2431,27.0,5,4,9,5,0,0,6,0,1.7,1.7,2.2,3.9,29,101,79,0.19,0.15,0.33,0.19,0.33,0.06,0.08,0.14,0.06,0.14,Matches
