Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2294,Ibrahim Salah,MAR,FW,Brest,Ligue 1,23.0,2001,12,4,358,4.0,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.25,0.25,0.50,0.25,0.50,0.15,0.14,0.29,0.15,0.29,Matches
2295,Mohamed Salah,EGY,FW,Liverpool,Premier League,32.0,1992,37,37,3281,36.5,28,18,46,19,9,9,1,0,24.8,17.8,13.7,31.5,153,140,470,0.77,0.49,1.26,0.52,1.01,0.68,0.37,1.06,0.49,0.86,Matches
2296,Anass Salah-Eddine,NED,DF,Roma,Serie A,23.0,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.00,0.59,0.59,0.00,0.59,0.19,0.08,0.27,0.19,0.27,Matches
2297,Amine Salama,FRA,FW,Reims,Ligue 1,24.0,2000,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.00,0.00,0.00,0.00,0.00,0.17,0.08,0.25,0.17,0.25,Matches
2298,Jan Salas,ESP,MF,Mallorca,La Liga,19.0,2005,3,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
2299,Kike Salas,ESP,DF,Sevilla,La Liga,23.0,2002,30,24,2148,23.9,3,2,5,3,0,0,6,0,1.9,1.9,0.6,2.5,7,59,18,0.13,0.08,0.21,0.13,0.21,0.08,0.02,0.10,0.08,0.10,Matches
2300,Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,28.0,1996,30,26,2314,25.7,2,1,3,2,0,0,4,0,1.5,1.5,2.6,4.1,28,93,80,0.08,0.04,0.12,0.08,0.12,0.06,0.10,0.16,0.06,0.16,Matches
2301,William Saliba,FRA,DF,Arsenal,Premier League,24.0,2001,35,35,3039,33.8,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,138,6,0.06,0.00,0.06,0.06,0.06,0.07,0.03,0.09,0.07,0.09,Matches
2302,Mohammed Salisu,GHA,DF,Monaco,Ligue 1,26.0,1999,15,11,1023,11.4,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,8,68,3,0.09,0.00,0.09,0.09,0.09,0.07,0.00,0.07,0.07,0.07,Matches
2303,Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,28.0,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.00,0.00,0.00,0.00,0.00,0.25,0.16,0.41,0.25,0.41,Matches
2304,Yoann Salmier,GUF,DF,Le Havre,Ligue 1,32.0,1992,13,9,797,8.9,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches
2305,Lazar Samardzic,SRB,MF,Atalanta,Serie A,23.0,2002,31,7,1169,13.0,2,1,3,2,0,0,3,0,2.0,2.0,2.9,4.9,54,92,99,0.15,0.08,0.23,0.15,0.23,0.15,0.22,0.37,0.15,0.37,Matches
2306,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,29.0,1996,8,6,290,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,11,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
2307,Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,29.0,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Matches
2308,Mama Samba Baldé,GNB,FW,Brest,Ligue 1,29.0,1995,27,12,1149,12.8,2,3,5,2,0,0,4,0,3.0,3.0,2.1,5.1,35,22,100,0.16,0.23,0.39,0.16,0.39,0.24,0.17,0.40,0.24,0.40,Matches
2309,Brice Samba,FRA,GK,Rennes,Ligue 1,31.0,1994,17,17,1529,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2310,Brice Samba,FRA,GK,Lens,Ligue 1,31.0,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2311,Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,25.0,1999,22,16,1471,16.3,0,2,2,0,0,0,4,0,0.9,0.9,1.0,1.9,24,93,20,0.00,0.12,0.12,0.00,0.12,0.06,0.06,0.12,0.06,0.12,Matches
2312,Junior Sambia,FRA,"DF,FW",Empoli,Serie A,28.0,1996,16,2,378,4.2,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.6,5,21,20,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.15,0.09,0.15,Matches
2313,Chuky san jose,ESP,MF,Valladolid,La Liga,21.0,2004,18,9,728,8.1,2,0,2,2,0,0,1,0,2.2,2.2,1.2,3.4,6,15,27,0.25,0.00,0.25,0.25,0.25,0.28,0.15,0.42,0.28,0.42,Matches
2314,Antonio Sanabria,PAR,FW,Torino,Serie A,29.0,1996,26,16,1318,14.6,2,1,3,2,0,1,2,0,2.9,2.1,0.5,2.6,6,18,54,0.14,0.07,0.20,0.14,0.20,0.20,0.03,0.23,0.14,0.18,Matches
2315,Oihan Sancet,ESP,MF,Athletic Club,La Liga,25.0,2000,28,19,1591,17.7,15,1,16,12,3,3,2,0,9.7,7.3,1.9,9.2,52,90,114,0.85,0.06,0.91,0.68,0.74,0.55,0.11,0.65,0.41,0.52,Matches
2316,Alexis Sánchez,CHI,FW,Udinese,Serie A,36.0,1988,12,5,386,4.3,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,2,17,19,0.00,0.00,0.00,0.00,0.00,0.15,0.02,0.17,0.15,0.17,Matches
2317,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,28.0,1997,32,11,1324,14.7,0,0,0,0,0,0,3,0,1.0,1.0,0.6,1.6,18,37,50,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches
2318,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,32.0,1992,32,11,1404,15.6,2,1,3,2,0,0,4,0,0.7,0.7,2.9,3.5,60,77,93,0.13,0.06,0.19,0.13,0.19,0.04,0.19,0.23,0.04,0.23,Matches
2319,Javi Sánchez,ESP,DF,Valladolid,La Liga,28.0,1997,25,25,2026,22.5,2,0,2,2,0,0,6,0,0.5,0.5,0.3,0.8,4,34,4,0.09,0.00,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03,Matches
2320,Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,21.0,2003,31,17,1649,18.3,4,4,8,4,0,0,6,1,1.8,1.8,2.8,4.6,39,62,70,0.22,0.22,0.44,0.22,0.44,0.10,0.15,0.25,0.10,0.25,Matches
2321,Manu Sánchez,ESP,DF,Alavés,La Liga,24.0,2000,32,29,2544,28.3,1,0,1,1,0,0,6,1,1.7,1.7,0.7,2.4,43,76,97,0.04,0.00,0.04,0.04,0.04,0.06,0.03,0.08,0.06,0.08,Matches
2322,Robert Sánchez,ESP,GK,Chelsea,Premier League,27.0,1997,31,31,2790,31.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2323,Jadon Sancho,ENG,FW,Chelsea,Premier League,25.0,2000,30,18,1703,18.9,3,4,7,3,0,0,2,0,2.2,2.2,3.7,5.8,100,88,221,0.16,0.21,0.37,0.16,0.37,0.11,0.19,0.31,0.11,0.31,Matches
2324,Philipp Sander,GER,MF,Gladbach,Bundesliga,27.0,1998,27,16,1400,15.6,1,0,1,1,0,0,2,0,1.2,1.2,0.6,1.8,16,60,29,0.06,0.00,0.06,0.06,0.06,0.08,0.04,0.12,0.08,0.12,Matches
2325,James Sands,USA,"MF,DF",St. Pauli,Bundesliga,24.0,2000,7,5,453,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,16,6,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2326,Leroy Sané,GER,FW,Bayern Munich,Bundesliga,29.0,1996,30,17,1637,18.2,11,5,16,11,0,0,2,0,10.2,10.2,5.5,15.8,75,64,266,0.60,0.27,0.88,0.60,0.88,0.56,0.30,0.87,0.56,0.87,Matches
2327,Arouna Sangante,SEN,DF,Le Havre,Ligue 1,23.0,2002,16,16,1244,13.8,3,0,3,3,0,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.22,0.00,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,Matches
2328,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,27.0,1997,12,6,534,5.9,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,1,24,3,0.00,0.17,0.17,0.00,0.17,0.00,0.06,0.07,0.00,0.07,Matches
2329,Nhoa Sangui,FRA,"DF,MF",Reims,Ligue 1,19.0,2006,26,10,1158,12.9,0,2,2,0,0,0,3,0,0.1,0.1,0.5,0.6,21,45,53,0.00,0.16,0.16,0.00,0.16,0.01,0.04,0.05,0.01,0.05,Matches
2330,Maroan Sannadi,ESP,FW,Athletic Club,La Liga,24.0,2001,15,6,664,7.4,1,1,2,1,0,0,0,0,3.0,3.0,0.6,3.6,17,14,62,0.14,0.14,0.27,0.14,0.27,0.41,0.08,0.49,0.41,0.49,Matches
2331,Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,24.0,2000,34,34,3043,33.8,0,0,0,0,0,0,3,0,0.9,0.9,1.2,2.1,53,159,46,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06,Matches
2332,Morgan Sanson,FRA,MF,Nice,Ligue 1,30.0,1994,6,3,235,2.6,3,0,3,3,0,0,0,0,1.5,1.5,0.1,1.6,5,13,17,1.15,0.00,1.15,1.15,1.15,0.58,0.02,0.60,0.58,0.60,Matches
2333,Nicola Sansone,ITA,"MF,FW",Lecce,Serie A,33.0,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,1,5,0.00,0.00,0.00,0.00,0.00,0.30,0.06,0.36,0.30,0.36,Matches
2334,Baptiste Santamaria,FRA,MF,Nice,Ligue 1,30.0,1995,13,11,927,10.3,0,0,0,0,0,0,1,0,0.9,0.9,1.0,1.9,10,45,11,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,Matches
2335,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,30.0,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,28,9,0.00,0.19,0.19,0.00,0.19,0.02,0.05,0.07,0.02,0.07,Matches
2336,Jesús Santiago,ESP,MF,Getafe,La Liga,20.0,2004,18,4,327,3.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,4,12,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2337,Andrey Santos,BRA,MF,Strasbourg,Ligue 1,21.0,2004,32,32,2855,31.7,10,3,13,10,0,0,8,0,5.1,5.1,3.3,8.4,29,149,26,0.32,0.09,0.41,0.32,0.41,0.16,0.10,0.27,0.16,0.27,Matches
2338,Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,22.0,2003,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2339,Tiago Santos,POR,DF,Lille,Ligue 1,22.0,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,43,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches
2340,Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,33.0,1992,23,7,814,9.0,3,2,5,3,0,0,3,0,2.9,2.9,1.8,4.6,15,60,62,0.33,0.22,0.55,0.33,0.55,0.32,0.19,0.51,0.32,0.51,Matches
2341,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22.0,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2342,Amin Sarr,SWE,FW,Hellas Verona,Serie A,24.0,2001,31,24,1848,20.5,4,1,5,4,0,0,1,0,3.2,3.2,2.1,5.4,31,41,101,0.19,0.05,0.24,0.19,0.24,0.16,0.10,0.26,0.16,0.26,Matches
2343,Ismaila Sarr,SEN,MF,Crystal Palace,Premier League,27.0,1998,37,29,2621,29.1,7,6,13,7,0,0,4,0,10.1,10.1,8.3,18.4,72,84,179,0.24,0.21,0.45,0.24,0.45,0.35,0.29,0.63,0.35,0.63,Matches
2344,Malang Sarr,FRA,DF,Lens,Ligue 1,26.0,1999,21,15,1385,15.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,54,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
2345,Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19.0,2005,27,27,2365,26.3,0,1,1,0,0,0,4,0,0.8,0.8,0.3,1.1,7,52,1,0.00,0.04,0.04,0.00,0.04,0.03,0.01,0.04,0.03,0.04,Matches
2346,Martin Satriano,URU,"FW,DF",Lens,Ligue 1,24.0,2001,7,0,88,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,2,14,0.00,0.00,0.00,0.00,0.00,0.37,0.12,0.50,0.37,0.50,Matches
2347,Razvan Sava,ROU,GK,Udinese,Serie A,22.0,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2348,Téji Savanier,FRA,MF,Montpellier,Ligue 1,33.0,1991,31,27,2363,26.3,2,5,7,0,2,2,4,1,3.8,2.3,6.9,9.1,26,183,108,0.08,0.19,0.27,0.00,0.19,0.15,0.27,0.42,0.09,0.36,Matches
2349,Sávio,BRA,"FW,MF",Manchester City,Premier League,21.0,2004,28,21,1749,19.4,1,8,9,1,0,0,3,0,5.0,5.0,6.9,11.9,135,66,244,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61,Matches
2350,Nicolò Savona,ITA,DF,Juventus,Serie A,22.0,2003,27,18,1634,18.2,2,1,3,2,0,0,5,0,0.5,0.5,1.2,1.7,33,57,43,0.11,0.06,0.17,0.11,0.17,0.03,0.07,0.09,0.03,0.09,Matches
2351,Saba Sazonov,GEO,DF,Torino,Serie A,23.0,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2352,Joe Scally,USA,DF,Gladbach,Bundesliga,22.0,2002,32,30,2578,28.6,0,0,0,0,0,0,6,0,0.4,0.4,1.1,1.5,52,68,69,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
2353,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,21.0,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,20,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
2354,Gianluca Scamacca,ITA,FW,Atalanta,Serie A,26.0,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.29,0.00,1.29,1.29,1.29,Matches
2355,Oliver Scarles,ENG,DF,West Ham,Premier League,19.0,2005,14,6,594,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,11,21,39,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
2356,Dane Scarlett,ENG,"FW,MF",Tottenham,Premier League,21.0,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,1,0.00,2.65,2.65,0.00,2.65,0.09,0.12,0.22,0.09,0.22,Matches
2357,Kevin Schade,GER,FW,Brentford,Premier League,23.0,2001,37,25,2214,24.6,11,2,13,11,0,0,3,0,8.1,8.1,3.6,11.7,59,36,158,0.45,0.08,0.53,0.45,0.53,0.33,0.15,0.48,0.33,0.48,Matches
2358,András Schäfer,HUN,MF,Union Berlin,Bundesliga,26.0,1999,26,17,1534,17.0,1,1,2,1,0,0,3,0,0.6,0.6,0.9,1.5,23,55,42,0.06,0.06,0.12,0.06,0.12,0.04,0.05,0.09,0.04,0.09,Matches
2359,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,33.0,1991,33,32,2844,31.6,4,0,4,4,0,0,8,1,3.3,3.3,0.4,3.7,14,110,21,0.13,0.00,0.13,0.13,0.13,0.10,0.01,0.12,0.10,0.12,Matches
2360,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,29.0,1996,31,19,1684,18.7,21,0,21,20,1,1,4,0,12.7,11.9,0.6,12.5,7,21,107,1.12,0.00,1.12,1.07,1.07,0.68,0.03,0.71,0.63,0.67,Matches
2361,Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,31.0,1994,13,0,247,2.7,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.3,0,3,15,0.00,0.00,0.00,0.00,0.00,0.39,0.09,0.48,0.39,0.48,Matches
2362,Joël Schingtienne,BEL,DF,Venezia,Serie A,22.0,2002,15,11,1032,11.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,26,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2363,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,27.0,1997,4,2,181,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,5,6,2,0.00,0.00,0.00,0.00,0.00,0.03,0.35,0.38,0.03,0.38,Matches
2364,Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,28.0,1997,18,15,1297,14.4,3,1,4,3,0,0,4,1,0.8,0.8,0.6,1.4,3,59,2,0.21,0.07,0.28,0.21,0.28,0.05,0.04,0.10,0.05,0.10,Matches
2365,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,25.0,1999,23,23,1982,22.0,0,4,4,0,0,0,7,2,1.3,1.3,2.1,3.4,37,195,14,0.00,0.18,0.18,0.00,0.18,0.06,0.09,0.15,0.06,0.15,Matches
2366,Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,32.0,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.28,0.14,0.28,Matches
2367,Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,25.0,2000,32,32,2834,31.5,5,4,9,4,1,1,4,0,4.3,3.5,6.2,9.7,107,279,201,0.16,0.13,0.29,0.13,0.25,0.14,0.20,0.33,0.11,0.31,Matches
2368,Niklas Schmidt,GER,MF,Toulouse,Ligue 1,27.0,1998,9,2,205,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,23,1,0.00,0.44,0.44,0.00,0.44,0.03,0.31,0.34,0.03,0.34,Matches
2369,Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25.0,1999,33,32,2681,29.8,4,3,7,4,0,0,8,0,3.9,3.9,3.4,7.3,35,107,48,0.13,0.10,0.23,0.13,0.23,0.13,0.12,0.25,0.13,0.25,Matches
2370,Marvin Schulz,GER,"MF,DF",Holstein Kiel,Bundesliga,30.0,1995,12,3,306,3.4,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,5,11,2,0.00,0.00,0.00,0.00,0.00,0.01,0.19,0.20,0.01,0.20,Matches
2371,Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32.0,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2372,Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,26.0,1998,25,13,1153,12.8,3,3,6,3,0,0,1,0,2.0,2.0,3.7,5.8,70,30,90,0.23,0.23,0.47,0.23,0.47,0.16,0.29,0.45,0.16,0.45,Matches
2373,Alex Scott,ENG,MF,Bournemouth,Premier League,21.0,2003,19,8,754,8.4,0,0,0,0,0,0,3,0,0.7,0.7,0.9,1.6,15,52,33,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19,Matches
2374,Simone Scuffet,ITA,GK,Cagliari,Serie A,28.0,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2375,Simone Scuffet,ITA,GK,Napoli,Serie A,28.0,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2376,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,22.0,2003,13,1,190,2.1,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6,3,10,0.00,0.00,0.00,0.00,0.00,0.35,0.01,0.35,0.35,0.35,Matches
2377,Aleksandar Sedlar,SRB,DF,Alavés,La Liga,33.0,1991,8,6,516,5.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,12,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2378,Jacopo Seghetti,ITA,GK,Empoli,Serie A,20.0,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2379,Alidu Seidu,GHA,DF,Rennes,Ligue 1,24.0,2000,11,10,803,8.9,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,23,41,17,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
2380,Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,Bundesliga,24.0,2001,30,20,2084,23.2,0,0,0,0,0,0,2,0,0.2,0.2,1.7,2.0,17,140,30,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.08,0.01,0.08,Matches
2381,Hiroki Sekine,JPN,DF,Reims,Ligue 1,22.0,2002,15,9,887,9.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,22,39,40,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
2382,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,33.0,1992,37,37,3330,37.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2383,Nélson Semedo,POR,DF,Wolves,Premier League,31.0,1993,33,31,2796,31.1,0,4,4,0,0,0,7,0,0.8,0.8,2.8,3.6,64,77,114,0.00,0.13,0.13,0.00,0.13,0.03,0.09,0.12,0.03,0.12,Matches
2384,Antoine Semenyo,GHA,FW,Bournemouth,Premier League,25.0,2000,36,35,3113,34.6,9,5,14,9,0,0,9,0,9.5,9.5,5.8,15.4,138,108,272,0.26,0.14,0.40,0.26,0.40,0.28,0.17,0.44,0.28,0.44,Matches
2385,Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,24.0,2001,10,1,227,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1,5,2,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
2386,Marcos Senesi,ARG,DF,Bournemouth,Premier League,28.0,1997,16,12,1029,11.4,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.1,12,54,6,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
2387,Stefano Sensi,ITA,MF,Monza,Serie A,29.0,1995,11,2,253,2.8,1,0,1,0,1,1,0,0,0.9,0.2,0.0,0.2,4,33,7,0.36,0.00,0.36,0.00,0.00,0.33,0.01,0.35,0.06,0.07,Matches
2388,Suat Serdar,GER,MF,Hellas Verona,Serie A,28.0,1997,21,15,1296,14.4,1,1,2,1,0,0,4,1,1.9,1.9,1.0,2.8,18,52,35,0.07,0.07,0.14,0.07,0.14,0.13,0.07,0.20,0.13,0.20,Matches
2389,Sergi,ESP,DF,Leganés,La Liga,33.0,1992,35,32,2867,31.9,2,0,2,2,0,0,2,1,1.5,1.5,0.4,1.9,3,77,2,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches
2390,Nicolás Serrano,ESP,FW,Athletic Club,La Liga,22.0,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,4,18,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.15,0.13,0.15,Matches
2391,Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21.0,2003,33,30,2380,26.4,13,5,18,11,2,2,2,1,10.0,8.4,2.1,10.5,47,46,141,0.49,0.19,0.68,0.42,0.61,0.38,0.08,0.46,0.32,0.40,Matches
2392,Ryan Sessegnon,ENG,"FW,DF",Fulham,Premier League,25.0,2000,15,7,563,6.3,4,2,6,4,0,0,1,0,1.6,1.6,1.0,2.6,15,20,56,0.64,0.32,0.96,0.64,0.96,0.26,0.15,0.41,0.26,0.41,Matches
2393,Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,32.0,1992,30,12,1079,12.0,3,4,7,3,0,0,2,0,2.7,2.7,1.2,3.9,42,47,77,0.25,0.33,0.58,0.25,0.58,0.22,0.10,0.32,0.22,0.32,Matches
2394,Luke Shaw,ENG,DF,Manchester Utd,Premier League,29.0,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,7,24,7,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.19,0.01,0.19,Matches
2395,Alen Sherri,ALB,GK,Cagliari,Serie A,27.0,1997,7,7,621,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2396,Eldor Shomurodov,UZB,"FW,MF",Roma,Serie A,29.0,1995,26,10,1026,11.4,4,4,8,4,0,0,1,0,4.7,4.7,1.3,6.0,19,21,60,0.35,0.35,0.70,0.35,0.70,0.41,0.11,0.53,0.41,0.53,Matches
2397,Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32.0,1992,28,24,2101,23.3,0,3,3,0,0,0,1,0,0.4,0.4,2.9,3.3,16,121,50,0.00,0.13,0.13,0.00,0.13,0.02,0.13,0.14,0.02,0.14,Matches
2398,Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,22.0,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,2.8,2.8,1.1,3.9,28,18,64,0.24,0.24,0.47,0.24,0.47,0.33,0.13,0.47,0.33,0.47,Matches
